Name,Degree Type,Years of Experience,Speciality,Location,City,DP Score,NPV,Consult Fee
Dr. Fahad Naaz,BDS,15,Dentist,Jacob Circle,Mumbai,98,392,500
Dr. Kunal Chavan,BDS,15,Dentist,Bhandup West,Mumbai,98,261,500
Dr. Menaz Thakkar,BDS,15,Dentist,Chembur,Mumbai,98,270,700
Dr. Amit Chavan,MDS,16,Dentist,Dadar East,Mumbai,99,580,500
Dr. Darshan Sheth,BDS,16,Dentist,Ghatkopar East,Mumbai,98,304,500
Dr. Suhani Talesara,BDS,15,Dentist,Jogeshwari,Mumbai,100,290,500
Dr. Bhavin Shah,BDS,15,Dentist,Goregaon East,Mumbai,99,377,500
Dr. Hetal Kothari,BDS,27,Dentist,Santacruz West,Mumbai,100,216,500
Dr. Urvi Ashar,BDS,11,Dentist,Chembur,Mumbai,99,254,700
Dr. Namrata Jadwani,MDS,10,Dentist,Bandra West,Mumbai,99,104,1000
Dr. Nupur Jhunjhunwala,BDS,20,Dentist,Kemps Corner,Mumbai,98,56,1000
Dr. Pooja Desai,BDS,17,Dentist,Oshiwara,Mumbai,97,218,800
Dr. Nysha Garg,MDS,16,Dentist,Goregaon East,Mumbai,99,70,500
Dr. Aditi Varma Arora,BDS,16,Dentist,Colaba,Mumbai,100,108,1000
Dr. Amit Oswal,BDS,15,Dentist,Lal baug,Mumbai,86,14,200
Dr. Mayuri Jobanputra Shah,MDS,14,Dentist,Borivali West,Mumbai,97,72,500
Dr. Shraddha Khedkar Nate,BDS,20,Dentist,Bhandup West,Mumbai,97,68,300
Dr. Ishwari Bhirud,BDS,34,Dentist,Andheri East,Mumbai,96,184,500
Dr. Stimita Kamdar,BDS,40,Dentist,Andheri West,Mumbai,98,126,500
Dr. Amit Chablani,BDS,16,Dentist,Bandra West,Mumbai,99,205,1000
Dr. Chetan Bhole,BDS,26,Dentist,Mulund East,Mumbai,93,14,500
Dr. Shlesha Shah,BDS,17,Dentist,Mulund West,Mumbai,99,186,300
Dr. Kaiwan K. Shroff,MDS,14,Dentist,Bandra West,Mumbai,100,18,1000
Dr. Kajal Sanghvi,BDS,3,Dentist,Bandra West,Mumbai,100,17,500
Dr. Anubha Jain,BDS,10,Dentist,Fort,Mumbai,99,97,1000
Dr. Darshan Hiralal Vora,BDS,26,Dentist,Mulund West,Mumbai,99,948,500
Dr. Jainika,BDS,8,Dentist,Dahisar East,Mumbai,100,11,100
Dr. Priyanka Basu,MDS,12,Dentist,Andheri West,Mumbai,98,91,500
Dr. Rashmi Shetty,BDS,19,Dentist,Chembur,Mumbai,98,100,500
Dr. Rhea Abraham,BDS,18,Dentist,Andheri East,Mumbai,100,205,500
Dr. Shilpa Shetty Naik,BDS,24,Dentist,Chembur,Mumbai,98,110,500
Dr. Aashish Tiwari,BDS,16,Dentist,Tilak Nagar,Mumbai,100,347,300
Dr. Aditi Lele,BDS,16,Dentist,Prabhadevi,Mumbai,98,47,500
Dr. Deep Garg,BDS,15,Dentist,Borivali West,Mumbai,100,98,500
Dr. Jyoti Magoo,MDS,13,Dentist,Powai,Mumbai,99,131,600
Dr. Raunak Mehta,BDS,12,Dentist,Andheri West,Mumbai,99,112,500
Dr. Adil Gandevivala,BDS,16,Dentist,Tardeo,Mumbai,99,77,500
Dr. Ritu Girdhar,BDS,17,Dentist,Wadala,Mumbai,100,551,500
Dr. Wishi Parihar,BDS,13,Dentist,Mira Road,Mumbai,95,40,200
Dr. Pooja Gawand,BDS,14,Dentist,Mulund West,Mumbai,98,46,500
Dr. Danesh Nair,BDS,14,Dentist,Chembur East,Mumbai,100,39,100
Dr. Mary Grace Dakey,BDS,16,Dentist,Andheri East,Mumbai,99,163,500
Dr. Shruti Jain,BDS,20,Dentist,Kemps Corner,Mumbai,97,32,1000
Dr. Sonal Karania Jakharia,BDS,12,Dentist,Malad West,Mumbai,99,183,500
Dr. Preksha Shah,MDS,7,Dentist,Andheri East,Mumbai,,,400
Dr. Rushad Nariman,BDS,15,Dentist,Malad West,Mumbai,100,37,500
Dr. Sonal K Shah,MDS,14,Dentist,JB Nagar,Mumbai,100,112,500
Dr. Shoaib Akhai,BDS,15,Dentist,Lower Parel,Mumbai,100,17,300
Dr. Sumana Kar,MDS,14,Dentist,Marol,Mumbai,100,89,500
Dr. Niraalee Bhavya Shah,BDS,15,Dentist,Tardeo,Mumbai,98,260,1000
Dr. Raksha Savla,BDS,14,Dentist,Andheri West,Mumbai,96,53,500
Dr. Rabiah Patel,BDS,16,Dentist,Andheri West,Mumbai,,,300
Dr. Kanika Madan,MDS,14,Dentist,Bandra West,Mumbai,96,27,500
Dr. Chitralekha Rane,BDS,23,Dentist,Andheri West,Mumbai,100,36,800
Dr. Angad Shetye,BDS,14,Dentist,Kandivali West,Mumbai,100,18,500
Dr. Ankesh Jain,BDS,14,Dentist,Mazgaon,Mumbai,100,58,800
Dr. Sumit Bohra,BDS,13,Dentist,Prabhadevi,Mumbai,100,31,500
Dr. Kinnari,BDS,12,Dentist,Borivali West,Mumbai,,,300
Dr. Prasad Rane,BDS,23,Dentist,Andheri West,Mumbai,99,752,800
Dr. Kapil Jain,MDS,11,Dentist,Borivali West,Mumbai,,,600
Dr. Payal Agarwal,BDS,19,Dentist,Opera House,Mumbai,100,37,350
Dr. Nasreen Akhai,BDS,12,Dentist,Lower Parel,Mumbai,,,300
Dr. Gautam Kikeri,BDS,26,Dentist,Powai,Mumbai,,,700
Dr. Tejal Shah,BDS,20,Dentist,Goregaon West,Mumbai,99,67,500
Dr. Ameera Lakha,BDS,9,Dentist,Khar West,Mumbai,100,21,500
Dr. Ashna Godhwani,BDS,9,Dentist,Bandra West,Mumbai,100,56,500
Dr. Shouvik Chowdhury,BDS,18,Dentist,Bhandup West,Mumbai,,,300
Dr. Gautami Sharangpani,MDS,9,Dentist,Kandivali East,Mumbai,97,29,600
Dr. Shagun A Verma,BDS,16,Dentist,Khar West,Mumbai,100,19,1000
Dr. Radhika Parekh Paleja,BDS,16,Dentist,Khar West,Mumbai,100,41,1500
Dr. Jigna Sanghavi,BDS,15,Dentist,Mira Road,Mumbai,99,482,200
Dr. Shravan Chawla,BDS,15,Dentist,Peddar Road,Mumbai,100,75,1000
Dr. Parampreet Kohli,BDS,11,Dentist,Andheri West,Mumbai,100,57,1000
Dr. Prasanna Dhatavkar,BDS,6,Dentist,Chembur,Mumbai,,,300
Dr. Neha Palvia Parikh,BDS,15,Dentist,Ghatkopar East,Mumbai,100,113,1000
Dr. Charmi Mehta,BDS,14,Dentist,Kandivali West,Mumbai,100,315,200
Dr. Kunal Mehta,BDS,15,Dentist,Mira Road,Mumbai,99,848,200
Dr. Nihar P Thakkar,BDS,14,Dentist,Mulund West,Mumbai,,,300
Dr. Suresh Isawe,BDS,43,Dentist,Malad West,Mumbai,95,222,1000
Dr. Deven Dabholkar,BDS,15,Dentist,Borivali West,Mumbai,95,21,300
Dr. Rinal Sanghavi,BDS,10,Dentist,Tardeo,Mumbai,99,145,500
Dr. Ashwini Bhalerao,BDS,31,Dentist,Andheri West,Mumbai,97,883,1000
Dr. Aashiq Shaikh,BDS,15,Dentist,Bhandup West,Mumbai,100,505,400
Dr. Aishwarya Nair,BDS,16,Dentist,Tardeo,Mumbai,,,1000
Dr. Meenu Dinesh,BDS,8,Dentist,Chembur East,Mumbai,,,200
Dr. Shruti Purohit,BDS,13,Dentist,Kandivali East,Mumbai,97,39,300
Dr. Mohak Ruparel,BDS,15,Dentist,Colaba,Mumbai,96,125,500
Dr. Kruti Dholakia,BDS,16,Dentist,Andheri West,Mumbai,97,36,500
Dr. Gunjan Patel,BDS,16,Dentist,Mulund West,Mumbai,98,147,200
Dr. Vaishali Prasad,MDS,23,Dentist,Powai,Mumbai,,,700
Dr. Akshay Bandewar,BDS,12,Dentist,Chembur East,Mumbai,,,300
Dr. Ameya Manish Sonawane,BDS,14,Dentist,Lokhandwala,Mumbai,,,500
Dr. Abhijit Pawar,BDS,22,Dentist,Powai,Mumbai,100,149,200
Dr. Trupti Gharat,BDS,15,Dentist,Tilak Nagar,Mumbai,,,500
Dr. Sakarwala Mustafa,MDS,29,Dentist,Mazgaon,Mumbai,99,108,1000
Dr. Vishal Punjabi,BDS,10,Dentist,Tardeo,Mumbai,,,1000
Dr. Fauzia Khimani Naaz,BDS,14,Dentist,Jacob Circle,Mumbai,99,249,500
Dr. Meghna Radhakrishnan,BDS,13,Dentist,Chembur East,Mumbai,100,30,500
Dr. Srushti Garg,BDS,11,Dentist,Borivali West,Mumbai,100,40,300
Dr. Vandita Agrawal,BDS,13,Dentist,Goregaon East,Mumbai,98,43,500
Dr. Sharin Jacob,BDS,12,Dentist,Borivali West,Mumbai,100,13,300
Dr. Shrutika Jaju,MDS,13,Dentist,Vileparle West,Mumbai,100,61,500
Dr. Jeevan Shetty,BDS,25,Dentist,Powai,Mumbai,96,402,500
Dr. Sayali Randive,BDS,9,Dentist,Mulund West,Mumbai,,,300
Dr. Sheena Soni,BDS,10,Dentist,Colaba,Mumbai,96,27,500
Dr. Rachana Bhama,BDS,17,Dentist,Powai,Mumbai,98,86,500
Dr. Iti Garg,MDS,17,Dentist,Wadala,Mumbai,,,500
Dr. Supritha Shetty,BDS,16,Dentist,Malad West,Mumbai,100,17,500
Dr. Bushra Alam,BDS,16,Dentist,Powai,Mumbai,100,15,300
Dr. Shruti Shanbhag,BDS,14,Dentist,Mahim,Mumbai,100,206,700
Dr. Shruti Shinde,BDS,10,Dentist,Andheri West,Mumbai,100,16,350
Dr. Pankaj Savla,BDS,15,Dentist,Andheri West,Mumbai,99,149,500
Dr. Soham Mallick,BDS,12,Dentist,Powai,Mumbai,100,76,500
Dr. Shraddha Sanjay Bhanushali,BDS,9,Dentist,Mulund West,Mumbai,99,134,500
Dr. Punit Kaur Anand Khalsa,BDS,9,Dentist,Chembur East,Mumbai,99,193,200
Dr. Alok Shah,BDS,13,Dentist,Powai,Mumbai,99,67,300
Dr. Shyamal Anand Lad,BDS,10,Dentist,Cuffe Parade,Mumbai,100,32,300
Dr. Nidhi Rajesh Chheda,BDS,9,Dentist,Matunga East,Mumbai,98,106,400
Dr. Mukul Dabholkar,BDS,44,Dentist,Bandra West,Mumbai,100,129,500
Dr. Sanhita Shelar,BDS,9,Dentist,Borivali West,Mumbai,100,53,300
Dr. Rahul Oza,BDS,14,Dentist,Juhu,Mumbai,100,38,500
Dr. Himanshu Shah,BDS,16,Dentist,Lamington Road,Mumbai,,,500
Dr. Nikhil Ranjan,BDS,7,Dentist,Lower Parel,Mumbai,98,46,300
Dr. Reetu Kait,BDS,7,Dentist,Mira Road,Mumbai,92,12,200
Dr. Anirudh Kamtam,BDS,7,Dentist,Prabhadevi,Mumbai,,,300
Dr. Anuj Shah,MDS,11,Dentist,Malad,Mumbai,,,500
Dr. Shraddha Deshmukh,BDS,11,Dentist,Kandivali East,Mumbai,,,100
Dr. Julie Davda,BDS,18,Dentist,Bhandup,Mumbai,,,200
Dr. Shipra Jhawar,BDS,9,Dentist,Walkeshwar,Mumbai,100,67,300
Dr. Shivani Gupta,BDS,9,Dentist,Chinchpokli,Mumbai,,,300
Dr. Fatema Gandevivala,BDS,10,Dentist,Tardeo,Mumbai,,,300
Dr. Pratiksha Tiwari,BDS,9,Dentist,Mulund East,Mumbai,,,300
Dr. Kashmira Sandeep Kesarkar,MDS,13,Dentist,Andheri East,Mumbai,100,12,300
Dr. Prarthana Thakkar,BDS,7,Dentist,Ghatkopar East,Mumbai,,,500
Dr. Anshul Gupta,MDS,15,Dentist,Andheri West,Mumbai,,,500
Dr. Shreyas Shah,BDS,18,Dentist,Mulund West,Mumbai,100,17,1500
Dr. Tamara Lopez,BDS,14,Dentist,Bandra West,Mumbai,,,500
Dr. Saudnya Rudrawar,BDS,7,Dentist,Chembur East,Mumbai,,,300
Dr. Bhumija Gautam,BDS,17,Dentist,Andheri West,Mumbai,99,489,750
Dr. Varsha Daryanani,BDS,23,Dentist,Nariman Point,Mumbai,99,280,1000
Dr. Harsh Haren Shah,BDS,14,Dentist,Mira Road,Mumbai,98,580,200
Dr. Naman Hiralal Vora,BDS,23,Dentist,Mulund West,Mumbai,99,535,500
Dr. Sejal Jain,BDS,14,Dentist,Vileparle West,Mumbai,100,91,400
Dr. Aniket Gandhi,BDS,16,Dentist,Ghatkopar East,Mumbai,94,36,400
Dr. Piyusha Shankar,BDS,9,Dentist,Peddar Road,Mumbai,100,11,1000
Dr. Dhvani Doshi,BDS,11,Dentist,Borivali West,Mumbai,,,600
Dr. Zeeshan Ladhani,BDS,12,Dentist,Colaba,Mumbai,100,42,500
Dr. Sonal Malguria Bhasin,BDS,27,Dentist,Santacruz West,Mumbai,98,175,300
Dr. Nida Merchant,BDS,5,Dentist,Bandra West,Mumbai,100,19,500
Dr. Amit Raja,BDS,19,Dentist,Tardeo,Mumbai,,,1000
Dr. Priyanka S. Udeshi,BDS,10,Dentist,Prabhadevi,Mumbai,100,21,500
Dr. Pranav Thakkar,BDS,10,Dentist,Mulund West,Mumbai,100,14,500
Dr. Bhagyashree Bhargude,BDS,10,Dentist,Dadar West,Mumbai,,,500
Dr. Vishal Dhanjani,BDS,21,Dentist,Ghatkopar East,Mumbai,100,79,500
Dr. Kajal Bhanushali,BDS,6,Dentist,Ghatkopar East,Mumbai,,,500
Dr. Manveen Kaur Lamba,BDS,9,Dentist,Oshiwara,Mumbai,,,300
Dr. Ankita Chauhan,BDS,13,Dentist,Ghatkopar West,Mumbai,100,24,600
Dr. Mitali Pimpale,BDS,11,Dentist,Mulund West,Mumbai,100,102,500
Dr. Shishir Singh,MDS,36,Dentist,Khar West,Mumbai,,,500
Dr. Mitali Gandhi,BDS,15,Dentist,Ghatkopar East,Mumbai,100,17,400
Dr. Aastha Chandra,BDS,13,Dentist,Juhu,Mumbai,,,1000
Dr. Lubaina Tapia,BDS,7,Dentist,Dadar East,Mumbai,,,500
Dr. Dhananjay Hemmady,BDS,24,Dentist,Bandra West,Mumbai,,,500
Dr. Ritika Goyal,BDS,11,Dentist,Malad,Mumbai,100,16,200
Dr. Kajal Meghani,BDS,6,Dentist,Bandra West,Mumbai,,,500
Dr. Vipin Dehane,BDS,16,Dentist,Mahim,Mumbai,,,1800
Dr. Sahil Singh,MDS,6,Dentist,Chembur East,Mumbai,,,500
Dr. Priyadarshini Seal,BDS,8,Dentist,Tilak Nagar,Mumbai,,,500
Dr. Siddharth Desai,BDS,10,Dentist,Dahisar East,Mumbai,,,800
Dr. Farhath Sayed,BDS,13,Dentist,Lokhandwala,Mumbai,98,46,1000
Dr. Ritika Parikh,BDS,16,Dentist,Tardeo,Mumbai,,,1000
Dr. Tabrez Lakha,BDS,12,Dentist,Khar West,Mumbai,96,26,500
Dr. Saurabh Shingnapurkar,BDS,12,Dentist,Mahim,Mumbai,,,500
Dr. Ankita Gehi,BDS,12,Dentist,Bandra West,Mumbai,,,500
Dr. Madhavi Shetty,BDS,11,Dentist,Turner Road,Mumbai,,,500
Dr. Bhagyashree Jadhav,BDS,11,Dentist,Khar West,Mumbai,,,500
Dr. Viral Maru,BDS,18,Dentist,Girgaon,Mumbai,,,1000
Dr. Aditi Gvalani,BDS,19,Dentist,Tardeo,Mumbai,99,210,1000
Dr. Komal Nanavati,BDS,9,Dentist,Tardeo,Mumbai,,,1000
Dr. Chandni Nayak,BDS,9,Dentist,Tardeo,Mumbai,,,1000
Dr. Ajit Pandey,BDS,5,Dentist,Juhu,Mumbai,,,500
Dr. Arun Swarup,BDS,44,Dentist,Bandra West,Mumbai,99,380,1000
Dr. Pooja Sable,BDS,11,Dentist,Kandivali West,Mumbai,100,14,500
Dr. Preeti Shetty,MDS,21,Dentist,Kandivali West,Mumbai,,,300
Dr. Varun Kunte,BDS,13,Dentist,Grant Road,Mumbai,,,2300
Dr. Komal Dave,BDS,15,Dentist,Kandivali,Mumbai,,,500
Dr. Priyanka Jairaj Dalvi,BDS,13,Dentist,Vileparle West,Mumbai,100,64,500
Dr. Ekta Doctor,BDS,27,Dentist,Colaba,Mumbai,,,500
Dr. Vinita Tekchandani,BDS,13,Dentist,Bandra West,Mumbai,100,13,500
Dr. Kiran Virpuriya,BDS,7,Dentist,Tilak Nagar,Mumbai,,,500
Dr. Rachayta Parikh Gala,BDS,13,Dentist,Vileparle West,Mumbai,100,130,500
Dr. Pallavi Kendrekar,BDS,26,Dentist,Borivali West,Mumbai,98,314,800
Dr. Mohan Vs,BDS,44,Dentist,Andheri East,Mumbai,94,162,800
Dr. Ritika Arora,BDS,23,Dentist,Khar West,Mumbai,96,267,800
Dr. Hardik J. Shah,MDS,19,Dentist,JB Nagar,Mumbai,98,227,500
Dr. Sonali Dhuri,BDS,29,Dentist,Goregaon West,Mumbai,100,11,300
Dr. Pallavi Parekh,BDS,18,Dentist,Bandra West,Mumbai,99,532,500
Dr. Ajay Bajaj,BDS,31,Dentist,Juhu,Mumbai,96,880,500
Dr. Purnima Parikh,MDS,37,Dentist,Vileparle West,Mumbai,93,14,500
Dr. Jasmit B.Desai,BDS,15,Dentist,Borivali West,Mumbai,97,281,300
Dr. Divya Sinha,BDS,15,Dentist,Chembur East,Mumbai,100,33,500
Dr. Rahul Pagare,BDS,18,Dentist,Govandi,Mumbai,97,475,200
Dr. Abhijit V. Shetty,BDS,16,Dentist,Chembur,Mumbai,99,137,300
Dr. Tarun Motwani,BDS,32,Dentist,Andheri West,Mumbai,98,98,1000
Dr. Santosh Nayak,BDS,14,Dentist,Mahim,Mumbai,99,303,500
Dr. Ramona S Thakur,BDS,33,Dentist,Powai,Mumbai,96,239,700
Dr. Meena P. Mistry,BDS,36,Dentist,Vileparle East,Mumbai,97,73,500
Dr. Shilpa Mittal,BDS,26,Dentist,Kandivali East,Mumbai,98,574,500
Dr. Miten L Pandya,BDS,28,Dentist,Vidyavihar,Mumbai,97,33,500
Dr. Falguni Shah,BDS,33,Dentist,Borivali West,Mumbai,98,232,400
Dr. Arpit Doshi,BDS,16,Dentist,Ghatkopar East,Mumbai,96,168,600
Dr. Pooja Shetty,BDS,10,Dentist,Charni Road,Mumbai,100,31,500
Dr. Rohan Patani,BDS,10,Dentist,Borivali West,Mumbai,99,236,500
Dr. Salem Tariq,BDS,15,Dentist,Andheri West,Mumbai,99,221,500
Dr. Mahesh .M. Lalwani,BDS,45,Dentist,Malabar Hill,Mumbai,99,858,1000
Dr. Sachin Singh,BDS,13,Dentist,Kandivali West,Mumbai,97,245,300
Dr. Sneh Mehta,MDS,13,Dentist,Ghatkopar East,Mumbai,100,38,500
Dr. Akshi Gvalani,BDS,13,Dentist,Tardeo,Mumbai,100,12,500
Dr. Nehal Sabadra,BDS,28,Dentist,Colaba,Mumbai,,,1000
Dr. Prashant Shetty,BDS,24,Dentist,Dahisar West,Mumbai,98,172,200
Dr. Meghna Dang,MDS,19,Dentist,Bandra West,Mumbai,95,19,500
Dr. Sanket Rane,BDS,14,Dentist,Jogeshwari East,Mumbai,99,93,300
Dr. Arjav Beswal,BDS,14,Dentist,Chembur East,Mumbai,97,118,500
Dr. Akash S. Bhandari,BDS,11,Dentist,Colaba,Mumbai,100,26,500
Dr. Nipaj S. Ashar,BDS,25,Dentist,Matunga,Mumbai,99,578,500
Dr. Mohammed Moin Abdul Rashid Holy,BDS,15,Dentist,Nagpada,Mumbai,99,391,500
Dr. Kaushik Gandhi,BDS,42,Dentist,Sion West,Mumbai,100,147,800
Dr. Mihir Parekh,BDS,15,Dentist,Charni Road,Mumbai,97,149,300
Dr. Sandeep Patel,BDS,26,Dentist,Bhandup West,Mumbai,97,190,400
Dr. Ajay Kakar,BDS,39,Dentist,Powai,Mumbai,,,700
Dr. Jyotsna Patel,BDS,24,Dentist,Bhandup West,Mumbai,100,57,400
Dr. Sana Kazi,BDS,6,Dentist,Oshiwara,Mumbai,,,500
Dr. Sulabhi Shyam,BDS,14,Dentist,Andheri West,Mumbai,100,75,500
Dr. Neha Hardasani Thaver,BDS,11,Dentist,Lokhandwala,Mumbai,,,300
Dr. Jayesh G. Mehta,BDS,34,Dentist,Mulund West,Mumbai,98,365,300
Dr. Ritu Mehta,BDS,8,Dentist,Borivali West,Mumbai,100,21,250
Dr. Siddhi Saijan,BDS,14,Dentist,Borivali West,Mumbai,99,80,200
Dr. Urvi Shah,BDS,24,Dentist,Mulund West,Mumbai,98,91,300
Dr. Noureen Hemani,BDS,17,Dentist,Dahisar East,Mumbai,98,349,100
Dr. Rajendra Shah,BDS,46,Dentist,Powai,Mumbai,96,84,200
Dr. Rajiv Rajan,BDS,25,Dentist,Deonar,Mumbai,100,280,300
Dr. Sharatkumar B Shetty,BDS,36,Dentist,Powai,Mumbai,,,700
Dr. Reshma Chawla Beriwal,BDS,14,Dentist,Bandra West,Mumbai,99,70,1000
Dr. Urmil Arora,BDS,59,Dentist,Khar West,Mumbai,,,300
Dr. Shweta Vyas,BDS,9,Dentist,Kandivali West,Mumbai,97,63,250
Dr. Bandish Parekh,MDS,16,Dentist,Matunga,Mumbai,99,579,500
Dr. Viraj Kakade,MDS,17,Dentist,Juhu,Mumbai,100,133,500
Dr. Quazi Wasim Bari,BDS,19,Dentist,Andheri East,Mumbai,97,310,500
Dr. Tanuja Deshpande,BDS,16,Dentist,Mahim,Mumbai,100,18,700
Dr. Vivek S,BDS,13,Dentist,Mira Road,Mumbai,100,21,300
Dr. Mohit Bodhwani,BDS,14,Dentist,Khar West,Mumbai,96,67,500
Dr. Rajesh Rajan,BDS,21,Dentist,Deonar,Mumbai,99,257,300
Dr. Sushma Chavan,BDS,16,Dentist,Bhandup West,Mumbai,98,113,500
Dr. Sahil Chheda,BDS,14,Dentist,Tardeo,Mumbai,100,211,500
Dr. Anviti Puranik,BDS,14,Dentist,Goregaon East,Mumbai,99,426,500
Dr. Bhavesh D. Rusawat,BDS,14,Dentist,Borivali West,Mumbai,96,145,500
Dr. Irfan Kachwala,BDS,19,Dentist,Khar West,Mumbai,100,32,1000
Dr. Nilofer M Currawalla,BDS,16,Dentist,Colaba,Mumbai,100,12,500
Dr. Poorvi Chothani Kachwala,BDS,16,Dentist,Andheri West,Mumbai,100,337,500
Dr. Sharada P Gowda,BDS,15,Dentist,Goregaon East,Mumbai,98,191,500
Dr. Meeta Malik,BDS,17,Dentist,Bandra West,Mumbai,99,288,800
Dr. Mihir Shah,BDS,14,Dentist,Malad West,Mumbai,99,158,500
Dr. Sneha Hukmani Sheth,BDS,16,Dentist,Ghatkopar East,Mumbai,100,70,500
Dr. Pragati P Shah,BDS,12,Dentist,Borivali West,Mumbai,,,500
Dr. Shruthi,BDS,7,Dentist,Andheri East,Mumbai,100,23,500
Dr. Aslam Inamdar,BDS,22,Dentist,Umerkhadi,Mumbai,94,347,1000
Dr. Sanyukta Rege,BDS,18,Dentist,Juhu,Mumbai,98,131,500
Dr. Tanushree Naik Parekh,BDS,14,Dentist,Charni Road,Mumbai,97,65,300
Dr. Husain Harianawala,BDS,15,Dentist,Lokhandwala,Mumbai,95,77,1000
Dr. Amruta Wakde Desai,BDS,14,Dentist,Dadar West,Mumbai,100,32,200
Dr. Isha Angne,MDS,15,Dentist,Malad West,Mumbai,,,500
Dr. Darshan Shah,BDS,14,Dentist,Santacruz East,Mumbai,94,33,0
Dr. Vivek P Soni,BDS,39,Dentist,Powai,Mumbai,,,700
Dr. Nimitt,BDS,13,Dentist,Mulund West,Mumbai,84,19,600
Dr. Prerna Panthri,BDS,12,Dentist,Andheri West,Mumbai,92,13,350
Dr. Supriya,MDS,26,Dentist,Prabhadevi,Mumbai,99,69,800
Dr. Dattatraya Kamat,BDS,39,Dentist,Bandra West,Mumbai,100,198,500
Dr. Ekta Kukreja Maniyar,BDS,14,Dentist,Goregaon East,Mumbai,100,41,800
Dr. Rashika Vijan,BDS,22,Dentist,Khar West,Mumbai,100,12,1250
Dr. Yoban Shetty,BDS,25,Dentist,Chembur,Mumbai,100,108,500
Dr. Jayna Gandhi,BDS,15,Dentist,Goregaon East,Mumbai,100,11,500
Dr. N.K Doctor,BDS,52,Dentist,Colaba,Mumbai,,,1000
Dr. Gunjan Mehta Thaker,BDS,22,Dentist,Goregaon East,Mumbai,100,87,500
Dr. Kavita Maheshwari,BDS,24,Dentist,Bandra West,Mumbai,100,11,500
Dr. Kaushal Shah,BDS,27,Dentist,Andheri West,Mumbai,99,283,500
Dr. Rahul N. Patil,BDS,17,Dentist,Chandivali,Mumbai,94,67,400
Dr. Girish Gaba,BDS,18,Dentist,Kurla West,Mumbai,99,242,500
Dr. Maya Nair,BDS,11,Dentist,Mulund West,Mumbai,99,414,500
Dr. Ankita Sanghvi Shetty,BDS,16,Dentist,Chembur,Mumbai,100,21,300
Dr. Hiral Shah,BDS,15,Dentist,Ghatkopar East,Mumbai,99,119,800
Dr. Ashutosh Pai,BDS,16,Dentist,Mahim,Mumbai,100,59,500
Dr. Chetan Bhat,BDS,23,Dentist,Charni Road,Mumbai,98,543,3000
Dr. Ami Sukhija,BDS,15,Dentist,Andheri West,Mumbai,99,182,500
Dr. Mazin Deshmukh,BDS,10,Dentist,Mira Road,Mumbai,100,17,500
Dr. Chaitali G Tejale,BDS,14,Dentist,Ghatkopar East,Mumbai,100,65,500
Dr. Manish Agarwal,BDS,26,Dentist,Bandra West,Mumbai,98,47,500
Dr. Pratik Nayak,BDS,11,Dentist,Ghatkopar West,Mumbai,80,15,100
Dr. Sonali P. Vanmali,BDS,24,Dentist,Kandivali East,Mumbai,,,200
Dr. Swati Maurya,BDS,14,Dentist,Chandivali,Mumbai,96,24,300
Dr. Khushee Agrawal,BDS,13,Dentist,Goregaon East,Mumbai,98,287,500
Dr. Shaili Shah,BDS,14,Dentist,Khar West,Mumbai,100,48,500
Dr. Swati Ravjiani,BDS,31,Dentist,Ghatkopar East,Mumbai,99,84,750
Dr. Esha Fegde,BDS,9,Dentist,Dadar West,Mumbai,,,300
Dr. Nikita Patel,BDS,6,Dentist,Andheri East,Mumbai,100,63,300
Dr. Aaditi Mahajan,MDS,14,Dentist,Chembur East,Mumbai,97,64,650
Dr. Rakesh Sorathia,BDS,15,Dentist,Bandra West,Mumbai,,,500
Dr. Rhutuja Kamat,MDS,8,Dentist,Bandra West,Mumbai,,,300
Dr. Nikita Virdiya,BDS,11,Dentist,Kandivali West,Mumbai,94,17,200
Dr. Shruti Shah,BDS,17,Dentist,Dadar East,Mumbai,100,33,500
Dr. Pooja Jain,BDS,23,Dentist,Goregaon West,Mumbai,,,500
Dr. Tuhina Mehta,BDS,13,Dentist,Ghatkopar East,Mumbai,100,81,500
Dr. Jigna Kanavia,BDS,21,Dentist,Malad West,Mumbai,100,76,500
Dr. Prachi Shah,BDS,13,Dentist,Khar West,Mumbai,100,44,500
Dr. Mahika Tekchandani,BDS,9,Dentist,Khar West,Mumbai,100,11,500
Dr. Swapnil Pande,BDS,15,Dentist,Mira-Bhayandar Road,Mumbai,,,300
Dr. Gauri Merchant,BDS,35,Dentist,Charni Road,Mumbai,99,170,2000
Dr. Srishti Tody,BDS,11,Dentist,Malad West,Mumbai,,,1500
Dr. Yash Sankpal,BDS,5,Dentist,Powai,Mumbai,,,1000
Dr. Mayank Jain,MDS,12,Dentist,Goregaon West,Mumbai,,,500
Dr. Nidhi Joshi,BDS,10,Dentist,Goregaon West,Mumbai,,,500
Dr. Tanvi Jha,BDS,12,Dentist,Chembur,Mumbai,100,51,700
Dr. Akhil Patil,BDS,9,Dentist,Khar West,Mumbai,,,500
Dr. Sanket Gavhane,MDS,17,Dentist,Ghatkopar East,Mumbai,,,500
Dr. Juwairia Usmani,BDS,2,Dentist,Mira Road,Mumbai,,,200
Dr. Munira Inamdar,BDS,22,Dentist,Umerkhadi,Mumbai,90,29,500
Dr. Khushboo Nikhil Kedia,BDS,16,Dentist,Mulund West,Mumbai,92,13,300
